CNPJ_Fundo;Data_Referencia;Versao;Data_Informacao_Numero_Cotistas;Total_Numero_Cotistas;Numero_Cotistas_Pessoa_Fisica;Numero_Cotistas_Pessoa_Juridica_Nao_Financeira;Numero_Cotistas_Banco_Comercial;Numero_Cotistas_Corretora_Distribuidora;Numero_Cotistas_Outras_Pessoas_Juridicas_Financeira;Numero_Cotistas_Investidores_Nao_Residentes;Numero_Cotistas_Entidade_Aberta_Previdencia_Complementar;Numero_Cotistas_Entidade_Fechada_Previdência_Complementar;Numero_Cotistas_Regime_Proprio_Previdencia_Servidores_Publicos;Numero_Cotistas_Sociedade_Seguradora_Resseguradora;Numero_Cotistas_Sociedade_Capitalizacao_Arrendamento_Mercantil;Numero_Cotistas_FII;Numero_Cotistas_Outros_Fundos;Numero_Cotistas_Distribuidores_Fundo;Numero_Cotistas_Outros_Tipos;Valor_Ativo;Patrimonio_Liquido;Cotas_Emitidas;Valor_Patrimonial_Cotas;Percentual_Despesas_Taxa_Administracao;Percentual_Despesas_Agente_Custodiante;Percentual_Rentabilidade_Efetiva_Mes;Percentual_Rentabilidade_Patrimonial_Mes;Percentual_Dividend_Yield_Mes;Percentual_Amortizacao_Cotas_Mes
05.562.312/0001-02;2022-07-01;1;2022-07-29;2900;2836;58;0;0;0;0;0;0;0;0;0;0;2;0;4;321121375.92;320819115.09;104800;3061.251098;0.000233;0;-0.005852;-0.003817;-0.002035;0
05.562.312/0001-02;2022-08-01;1;2022-08-31;2867;2803;58;0;0;0;0;0;0;0;0;0;0;2;0;4;320395334.26;320093073.43;104800;3054.32322;0.000233;0;-0.002727;-0.002263;-0.000464;0
06.175.262/0001-73;2022-01-01;1;2022-01-31;563;;;;;;;;;;;;;;;;45650751.23;45257589.67;236000;191.769447754237;0.000252;3.3E-05;-0.000743;-0.008004;0.007261;0
06.175.262/0001-73;2022-02-01;1;2022-02-25;557;;;;;;;;;;;;;;;;45679518.9;45269907.63;236000;191.8216425;0.000228;3.3E-05;0.007886;0.000272;0.007614;0
06.175.262/0001-73;2022-03-01;1;2022-03-31;553;548;3;;;1;;;;;;;1;;;;45717053.88;45273838.88;236000;191.838300338983;0.000264;3.3E-05;0.008011;8.7E-05;0.007924;0
06.175.262/0001-73;2022-04-01;1;2022-04-29;546;;;;;;;;;;;;;;;;45742745.48;45277206.52;236000;191.85257;0.000228;3.3E-05;0.007991;7.4E-05;0.007917;0
06.175.262/0001-73;2022-05-01;1;2022-05-31;540;;;;;;;;;;;;;;;;45760731.46;45287767.37;236000;191.897319364407;0.000264;3.3E-05;0.007996;0.000233;0.007763;0
06.175.262/0001-73;2022-06-01;1;2022-06-30;532;527;4;;;;;;;;;;1;;;;45818979.9;45288423.84;236000;191.900101016949;0.000252;3.3E-05;0.008632;1.4E-05;0.008618;0
06.175.262/0001-73;2022-07-01;1;2022-07-29;536;;;;;;;;;;;;;;;;46242806.48;45703432.14;236000;193.658610762712;0.00025;3.3E-05;0.017901;0.009164;0.008737;0
06.175.262/0001-73;2022-08-01;1;2022-08-31;541;;;;;;;;;;;;;;;;46240991.05;45762672.04;236000;193.909627288136;0.000273;3.3E-05;0.009987;0.001296;0.008691;0
07.000.400/0001-46;2022-01-01;1;2022-01-31;8903;8750;152;0;0;0;1;0;0;0;0;0;0;0;0;0;383125850.77;370283007.23;130000;2848.330825;0.000486;0;0.011432;0.002975;0.008457;0
07.000.400/0001-46;2022-02-01;1;2022-02-25;8930;8779;150;0;0;0;1;0;0;0;0;0;0;0;0;0;383682886.02;370648724.13;130000;2851.144032;0.000305;0;0.009418;0.000988;0.00843;0
07.000.400/0001-46;2022-03-01;1;2022-03-31;9016;8865;150;0;0;0;1;0;0;0;0;0;0;0;0;0;385062371.22;370762576.82;130000;2852.019822;0.000291;0;0.010682;0.000307;0.010375;0
07.000.400/0001-46;2022-04-01;1;2022-04-29;9023;8872;150;0;0;0;1;0;0;0;0;0;0;0;0;0;384909071.34;371560046.48;130000;2858.154204;0.000403;0;0.004383;0.002151;0.002232;0
07.000.400/0001-46;2022-05-01;1;2022-05-31;8939;8789;149;0;0;0;1;0;0;0;0;0;0;0;0;0;385672549.92;372562478.35;130000;2865.865218;0.000306;0;0.010686;0.002698;0.007988;0
07.000.400/0001-46;2022-06-01;1;2022-06-30;8827;8675;150;0;0;0;1;0;0;0;0;0;0;1;0;0;386716793.96;373425290.33;130000;2872.502233;0.000302;0;0.009426;0.002316;0.00711;0
07.000.400/0001-46;2022-07-01;1;2022-07-29;8802;8650;151;0;0;0;1;0;0;0;0;0;0;0;0;0;387718033.99;374281710.21;130000;2879.090079;0.000313;0;0.009503;0.002293;0.00721;0
07.000.400/0001-46;2022-08-01;1;2022-08-31;8784;8631;152;0;0;0;1;0;0;0;0;0;0;0;0;0;388517361.58;375131778.13;130000;2885.629063;0.000319;0;0.01092;0.002271;0.008649;0
07.122.725/0001-00;2022-01-01;1;2022-01-31;3133;3042;71;0;0;0;6;0;0;0;0;0;7;4;0;3;255485012.07;250378909.51;111177;2252.074705;0.000398;0;0.001545;0.000469;0.001076;0
07.122.725/0001-00;2022-02-01;1;2022-02-25;3114;3024;70;0;0;0;6;0;0;0;0;0;7;4;0;3;255797100.7;250487663.18;111177;2253.052908;0.000398;0;0.000741;0.000434;0.000307;0
07.122.725/0001-00;2022-03-01;1;2022-03-31;3073;2980;71;0;0;0;6;0;0;0;0;0;7;6;0;3;254404991.46;249632973.43;111177;2245.365259;0.000399;0;-0.002951;-0.003412;0.000461;0
07.122.725/0001-00;2022-04-01;1;2022-04-29;3057;2962;71;0;0;0;6;0;0;0;0;0;9;6;0;3;254501910.99;249754437.61;111177;2246.457789;0.000399;0;0.001541;0.000487;0.001054;0
07.122.725/0001-00;2022-05-01;1;2022-05-31;2946;2854;71;0;0;0;6;0;0;0;0;0;8;4;0;3;254165691.61;249704934.99;111177;2246.012529;0.000399;0;-0.0006;-0.000198;-0.000402;0
07.122.725/0001-00;2022-06-01;1;2022-06-30;2870;2775;69;0;0;0;6;0;0;0;0;0;8;9;0;3;254212763.59;249878508.15;111177;2247.573762;0.000399;0;0.001461;0.000695;0.000766;0
07.122.725/0001-00;2022-07-01;1;2022-07-29;2808;2712;68;0;0;0;6;0;0;0;0;0;8;11;0;3;253985013.94;250045571.07;111177;2249.076437;0.000399;0;0.001395;0.000669;0.000726;0
07.122.725/0001-00;2022-08-01;1;2022-08-31;2778;2680;68;0;0;0;6;0;0;0;0;0;7;14;0;3;254253773.72;250158727.48;111177;2250.094241;0.000398;0;0.00096;0.000452;0.000508;0
07.224.019/0001-60;2022-01-01;2;2022-01-31;3;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;2008103016.48;1988543131.45;1446687;1374.549665;6.5E-05;0;0.004811;-0.000809;0.00562;0
07.224.019/0001-60;2022-02-01;1;2022-02-25;3;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1999307352.88;1987620669.71;1446687;1373.912028;7.6E-05;0;0.004294;-0.000464;0.004758;0
07.224.019/0001-60;2022-03-01;1;2022-03-31;3;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1998730007.09;1986842770.59;1446687;1373.374317;7.6E-05;0;0.00456;-0.000391;0.004951;0
07.224.019/0001-60;2022-04-01;1;2022-04-29;3;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1995480277.23;1983545397.92;1446687;1371.095059;7.6E-05;0;0.003173;-0.00166;0.004833;0
07.224.019/0001-60;2022-05-01;1;2022-05-31;3;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;2026665048.83;2013664327.87;1467793;1371.899394;7.5E-05;0;0.00503;0.000587;0.004443;0
07.224.019/0001-60;2022-06-01;1;2022-06-30;3;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;2030596040.28;2017168784.59;1467793;1374.286963;7.5E-05;0;0.006634;0.00174;0.004894;0
07.224.019/0001-60;2022-07-01;1;2022-07-29;3;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;2029688574.05;2014283169.07;1467793;1372.321008;7.5E-05;0;0.004496;-0.001431;0.005927;0
07.224.019/0001-60;2022-08-01;1;2022-08-31;3;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;2029445309.83;2014072883.36;1467793;1372.177741;7.5E-05;0;0.004734;-0.000104;0.004838;0
07.583.627/0001-61;2022-01-01;1;2022-01-31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3970737527.7;3098659835.37;224952;13774.7601060226;7.5E-05;0;0.003909;0.003909;0;0
07.583.627/0001-61;2022-02-01;1;2022-02-25;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3983607016.77;3108878211.18;224952;13820.184800224;7.5E-05;0;0.003298;0.003298;0;0
07.583.627/0001-61;2022-03-01;1;2022-03-31;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3993415777.14;3118405376.7;224952;13862.5367931825;7.4E-05;0;0.003065;0.003065;0;0
07.583.627/0001-61;2022-04-01;1;2022-04-30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4002454300.42;3125821896.13;224952;13895.50613522;7.4E-05;0;0.002378;0.002378;0;0
07.583.627/0001-61;2022-05-01;1;2022-05-31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4011278831.84;3137934885.32;224952;13949.35313009;7.4E-05;0;0.003875;0.003875;0;0
07.583.627/0001-61;2022-06-01;1;2022-06-30;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4019064559.9;3152821584.76;224952;14015.5303565205;7.4E-05;0;0.004744;0.004744;0;0
07.583.627/0001-61;2022-07-01;1;2022-07-29;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4016302166.79;3175582093.9;224952;14116.7097598599;7.3E-05;0;0.007219;0.007219;0;0
07.583.627/0001-61;2022-08-01;1;2022-08-31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4022247844.79;3195771403.17;224952;14206.4591698229;7.3E-05;0;0.006358;0.006358;0;0
07.789.135/0001-27;2022-01-01;1;2022-01-31;58;;;;;;2;;;;;;;1;;55;1587434604.36;1537952687.14;451113;3409.24045004245;4.96906833604325E-05;0;0.02265829;0;0.02265829;0
07.789.135/0001-27;2022-02-01;2;2022-02-25;57;;;;;;2;;;;;;;1;;54;1568395431.01;1538839229.54;451113;3411.20568358704;2.49855990553954E-05;0;0.00999658;-6.5E-07;0.00999723;0
07.789.135/0001-27;2022-03-01;1;2022-03-31;57;;;;;;2;;;;;;;1;;54;1568395431.01;1538839229.54;451113;3411.20568358704;2.49855990553954E-05;0;0.00999658;-6.5E-07;0.00999723;0
07.789.135/0001-27;2022-04-01;2;2022-04-29;62;60;;;;;1;;;;;;;1;;;1583195487.45;1535247627.62;451113;3403.24403779097;2.50014064893905E-05;0;0.02223809;0;0.02223809;0
07.789.135/0001-27;2022-05-01;2;2022-05-31;62;60;;;;;1;;;;;;;1;;;1573448081.81;1537062925.61;451113;3407.26808052528;2.49704741169058E-05;0;0.01465647;0;0.01465647;0
07.789.135/0001-27;2022-06-01;1;2022-06-30;62;60;;;;;1;;;;;;;1;;;1573448081.81;1537062925.61;451113;3407.26808052528;2.49704741169058E-05;0;0.01465647;0;0.01465647;0
07.789.135/0001-27;2022-07-01;1;2022-07-29;62;60;;;;;1;;;;;;;1;;;1581999546.55;1536547692.32;451113;3406.12594254655;2.50084134661518E-05;0;0.02021307;-0.00033521;0.02054828;0
07.789.135/0001-27;2022-08-01;2;2022-08-31;57;54;;;;;2;;;;;;;1;;;1573190166.04;1545809144.24;451113;3426.65616872048;2.48623060247812E-05;0;0.01453543;0.00553814;0.00899729;0
08.014.513/0001-63;2022-01-01;2;2022-01-31;7413;7380;29;1;0;0;2;0;0;0;0;0;1;0;0;0;254370435.18;222505047.87;1144800;194.361502;0.00037;0;0.132307;0.000182;0.132125;0
08.014.513/0001-63;2022-02-01;1;2022-02-25;7406;7374;28;1;0;0;2;0;0;0;0;0;1;0;0;0;254413399.19;222518292.7;1144800;194.373072;0.00037;0;0.008113;6E-05;0.008053;0
08.014.513/0001-63;2022-03-01;2;2022-03-31;7303;7270;27;1;0;0;3;0;0;0;0;0;1;1;0;0;248895921.15;225545577.13;1144800;197.01745;0.000348;0;-0.009908;0.013605;-0.023513;0
08.014.513/0001-63;2022-04-01;2;2022-04-29;7366;7324;27;1;0;0;2;0;0;0;0;0;2;10;0;0;254870005.7;238028433.66;1144800;207.921413;0.000364;0;0.055345;0.055345;0;0
08.014.513/0001-63;2022-05-01;1;2022-05-31;7268;7225;28;1;0;0;2;0;0;0;0;0;2;10;0;0;248927991.96;243966075.48;1245311;195.90775;0.000354;0;-0.05778;-0.05778;0;0
08.014.513/0001-63;2022-06-01;1;2022-06-30;7185;7140;27;1;0;0;2;0;0;0;0;0;3;12;0;0;252967158.17;251508466.11;1293656;194.416805;0.000342;0;-0.002936;-0.00761;0.004674;0
08.014.513/0001-63;2022-07-01;1;2022-07-29;7038;6995;24;1;0;0;2;0;0;0;0;0;3;13;0;0;254462992.9;251360684.24;1293286;194.358158;0.000341;0;0.004048;-0.000302;0.00435;0
08.014.513/0001-63;2022-08-01;1;2022-08-31;6903;6859;24;1;0;0;4;0;0;0;0;0;4;11;0;0;254906209.59;251494605.37;1293286;194.461709;0.000339;0;0.008105;0.000533;0.007572;0
08.098.114/0001-28;2022-01-01;1;2022-01-31;81;;;;;;;;;;;;;;;;833447145.75;828054407.24;8518064;97.2115738083208;0.000724499579682957;;0.006168;0.000405;0.005763;
08.098.114/0001-28;2022-02-01;1;2022-02-25;81;;;;;;;;;;;;;;;;833565906.5;828219452.76;8518064;97.2309497510232;0.000655647386921924;;0.00596;0.000199;0.005761;
08.098.114/0001-28;2022-03-01;1;2022-03-31;90;76;;;;;1;;;;;;2;11;;;832967338.32;827231668.62;8518064;97.1149862950079;0.000760157152891664;;0.004567;-0.001192;0.005759;
08.098.114/0001-28;2022-04-01;1;2022-04-29;97;;;;;;;;;;;;;;;;832465614;827096740.73;8518064;97.0991460888296;0.000655740792545965;;0.005603;-0.000163;0.005766;
08.098.114/0001-28;2022-05-01;1;2022-05-31;117;;;;;;;;;;;;;;;;832798369.05;827352123.56;8518064;97.1291274120504;0.000758684534061319;;0.006075;0.000308;0.005767;
08.098.114/0001-28;2022-06-01;1;2022-06-30;135;117;;;;;1;;;;;;2;15;;;823721903.52;817685505.74;8518064;95.9942899865509;0.000733076293748809;;-0.005917;-0.011683;0.005766;
08.098.114/0001-28;2022-07-01;1;2022-07-29;143;;;;;;;;;;;;;;;;824208795.46;818194053.73;8518064;96.0539922839274;0.000724329439083859;;0.007184;0.000621;0.006563;
08.098.114/0001-28;2022-08-01;1;2022-08-31;153;;;;;;;;;;;;;;;;825365234;818368632.2;8518064;96.0744873717784;0.000793657643321388;;0.006772;0.000213;0.006559;
08.417.532/0001-30;2022-01-01;1;2022-01-31;2;;;;;;;;;;;;;;;;1460011802.24;301729097.41;46971;6423.73160907794;0.000706;3E-06;0.012162;0.012162;0;0
08.417.532/0001-30;2022-02-01;1;2022-02-28;2;;;;;;;;;;;;;;;;1344074367.83;304221029.51;46971;6476.78417555513;0.000644;3E-06;0.008259;0.008259;0;0
08.417.532/0001-30;2022-03-01;1;2022-03-31;2;;2;;;;;;;;;;;;;;1356671550.35;305645445.76;46971;6507.10961572034;0.000647;3E-06;0.004682;0.004682;0;0
08.417.532/0001-30;2022-04-01;1;2022-04-30;2;;;;;;;;;;;;;;;;1363648030.17;308739188.53;46971;6572.97457005387;0.000644;3E-06;0.010122;0.010122;0;0
08.417.532/0001-30;2022-05-01;1;2022-05-31;2;;;;;;;;;;;;;;;;1380564945.75;311274553.19;46971;6626.95180409189;0.000647;3E-06;0.008212;0.008212;0;0
08.417.532/0001-30;2022-06-01;1;2022-06-30;2;;2;;;;;;;;;;;;;;1385047990.25;307475977.95;46971;6546.08115539375;0.000657;3E-06;0.008685;-0.012203;0.020888;0
08.417.532/0001-30;2022-07-01;1;2022-07-31;2;;;;;;;;;;;;;;;;1397532154.01;313640265.47;46971;6677.31718443295;0.00065;3E-06;0.020048;0.020048;0;0
08.417.532/0001-30;2022-08-01;1;2022-08-31;2;;;;;;;;;;;;;;;;1392571167.39;317121009.58;46971;6751.42129356411;0.00064;3E-06;0.011098;0.011098;0;0
08.431.747/0001-06;2022-01-01;1;2022-01-31;80577;;;;;;;;;;;;;;;;2174537337.02;2151195623.14;10000000;215.119562314;0.000415;2.5E-05;0.009116;0.00375;0.005366;0
